//ÉGÉäÅ[É[
unit Elise : base
{
name = Elise
face = Elise.png
same_call = on
image = er_ht1
race = er
sex = female
help = Fuererin

finance = @

staff = er,er_mt1,er_ar1,er_ca1
friend = er,er_mt1,er_ar1,er_ca1
merce = er_ht1,er_mt1,er_ar1,er_ca1
class = er_ht1
member = er_ht1 * 7

skill = ta_tr1,ta_gu1,ta_re1,ls_attack3,ls_speed3,ls_t3

talent = on
sortkey = 1

dead = Ç¨Ç·Ç”ÇÒ
bgm = @
}
unit er_ss1 : Elise
{
name = 1.SS 'Leibstandarte'
face = SS.png
image = er_ht1
sex = male
finance = 0
class = er_ht1

skill = ta_tr1,ta_gu1,ta_re1,ls_attack2,ls_speed2,ls_t2

sortkey = 2
help = @

dead = @
}
unit er_ss2 : er_ss1
{
name = 2.SS 'Das Reich'
face = SS.png
sortkey = 3
}
unit er_ss3 : er_ss1
{
name = 3.SS 'Totenkopf'
face = SS.png
sortkey = 4
}

//íÜêÌé‘
unit er_mt_ge1 : base
{
name = 1.Panzer-Division
face = er_ge0
same_call = on
image = er_mt1
race = er
sex = male
finance = 0

skill = ta_tr1,ta_gu1,ta_re1,ls_attack,ls_speed,ls_t1

staff = er,er_mt1
friend = er,er_mt1
merce = er_mt1
class = er_mt1
member = er_mt1 * 7

talent = on
sortkey = 5
}
unit er_mt_ge2 : er_mt_ge1
{
name = 2.Panzer-Division
sortkey = 6
}
unit er_mt_ge3 : er_mt_ge1
{
name = 3.Panzer-Division
sortkey = 7
}
unit er_mt_ge4 : er_mt_ge1
{
name = 4.Panzer-Division
sortkey = 8
}
unit er_mt_ge5 : er_mt_ge1
{
name = Panzer-Division Kempf

staff = er,er_mt1,er_ar1,er_ca1
friend = er,er_mt1,er_ar1,er_ca1
merce = er_mt1,er_ar1,er_ca1
class = er_mt1
member = er_mt1 * 7

sortkey = 9
}

//í¥èdêÌé‘
unit er_sht_ge1 : base
{
name = Schwere SS-Panzer-Abteilung 501
face = SS.png
same_call = on
image = er_sht1
race = er
sex = male
finance = 0

skill = ta_tr1,ta_gu1,ta_re1,ls_attack2,ls_speed2,ls_t2

staff = er,er_sht1,er_ht1,er_mt1
friend = er,er_sht1,er_ht1,er_mt1
merce = er_sht1,er_ht1,er_mt1
class = er_sht1
member = er_sht1 * 7

talent = on
sortkey = 100
}

//é©ëññC
unit er_ar_ge1 : base
{
name = 1.Artillerie-Division
face = er_ge0
same_call = on
image = er_ar1
race = er
sex = male
finance = 0

skill = ar_hi1,ls_attack,ls_speed,ls_t1

staff = er,er_ar1
friend = er,er_ar1
merce = er_ar1
class = er_ar1
member = er_ar1 * 7

talent = on
sortkey = 10
}
unit er_ar_ge2 : er_ar_ge1
{
name = 2.Artillerie-Division
sortkey = 11
}
unit er_ar_ge3 : er_ar_ge1
{
name = 3.Artillerie-Division
sortkey = 12
}
unit er_ar_ge4 : er_ar_ge1
{
name = 4.Artillerie-Division
sortkey = 13
}

//ï∫àıóAëóé‘
unit er_ca_ge1 : base
{
name = 1.Intfanterie-Division
face = er_ge0
same_call = on
image = er_ca1
race = er
sex = male
finance = 0

skill = ca_su1,ca_de1,ls_attack,ls_speed,ls_t1

staff = er,er_ca1
friend = er,er_ca1
merce = er_ca1
class = er_ca1
member = er_ca1 * 7

talent = on
sortkey = 14
}
unit er_ca_ge2 : er_ca_ge1
{
name = 2.Intfanterie-Division
sortkey = 15
}
unit er_ca_ge3 : er_ca_ge1
{
name = 3.Intfanterie-Division
sortkey = 16
}
unit er_ca_ge4 : er_ca_ge1
{
name = 4.Intfanterie-Division
sortkey = 17
}


//É}ÉäÉA
unit Maria : base
{
name = Maria
face = Maria.png
same_call = on
image = car_ht1
race = car
sex = female
help = La Duce

finance = @

staff = car,ar_mt1,ar_ar1,ar_ca1
friend = car,ar_mt1,ar_ar1,ar_ca1
merce = ar_ht1,ar_mt1,ar_ar1,ar_ca1
class = ar_ht1
member = ar_ht1 * 7

skill = ta_tr1,ta_gu1,ta_re1,ls_dext3,ls_move3,ls_t3

talent = on
sortkey = 1

dead = Ç¨Ç·Ç”ÇÒ
}
unit car_ht_ge1 : Maria
{
name = 131a Divisione 'Centauro'
face = car_ge0.png
image = car_ht1
sex = male
finance = 0

staff = car,ar_mt1,ar_ar1
friend = car,ar_mt1,ar_ar1
merce = ar_ht1,ar_mt1,ar_ar1

